id,name,review_count,rating,coordinates
WkN8Z2Q8gbhjjkCt8cDVxg,Two Urban Licks,3015,4.0,"{'latitude': 33.7684555661887, 'longitude': -84.3612738994751}"
3wAaNLqjzjMjn_bl_akunQ,Boggs Social & Supply,15,5.0,"{'latitude': 33.73731567, 'longitude': -84.4305275}"
U-i6cq-yFRVJC4pIKSLX9Q,Poor Calvin's,3848,4.5,"{'latitude': 33.7684, 'longitude': -84.38226}"
GJxFtnTqTiokFedNrW9iDQ,Atlanta Breakfast Club,4854,4.5,"{'latitude': 33.76502172531836, 'longitude': -84.39540055138298}"
dfL1KYHtcs6YaFVx-nZTdQ,Whiskey Bird,478,4.5,"{'latitude': 33.792656, 'longitude': -84.351852}"
7895YHS5qGu03R-C6aYg9g,The Optimist,1848,4.5,"{'latitude': 33.77999, 'longitude': -84.41069}"
eG-UO83g_5zDk70FIJbm2w,South City Kitchen Midtown,2803,4.5,"{'latitude': 33.786, 'longitude': -84.3845599}"
DTALvZKBJH8XVAKfcQseYQ,5Church Midtown,1058,4.0,"{'latitude': 33.787526, 'longitude': -84.383007}"
nP8lnaABvrce_k-zexoSEg,Adele's Atlanta,3,4.5,"{'latitude': 33.75401, 'longitude': -84.37031}"
RFCibpN2u5pt4eev7gBQXA,Little Bear,61,4.5,"{'latitude': 33.736843979354845, 'longitude': -84.38546295767111}"
uIAos8ANK0KDY5Vpy5EHCA,Rock Steady - Atlanta,306,4.0,"{'latitude': 33.77722, 'longitude': -84.40768}"
fNRogWrbYpQAxw_JBvEqrg,Trederick’s Seafood & Grill,92,4.0,"{'latitude': 33.74268, 'longitude': -84.4078}"
HcY5FBcFbuUkYh-4BM0YnQ,Firewall Food Stop,42,5.0,"{'latitude': 33.743579, 'longitude': -84.4382874}"
pKvT7mixZLS3bJoxzsVbPw,Virgils Gullah Kitchen & Bar,419,4.0,"{'latitude': 33.6537, 'longitude': -84.44976}"
